Date,Name,Year,Letterboxd URI,Rating,Rewatch,Tags,Watched Date
2025-01-19,A Different Man,2024,https://boxd.it/8wzUOt,4,,,2025-01-18
2025-01-20,Love Lies Bleeding,2024,https://boxd.it/8xfVd3,2.5,,,2025-01-19
2025-01-20,A Real Pain,2024,https://boxd.it/8xHiNx,4.5,,,2025-01-19
2025-01-27,Anora,2024,https://boxd.it/8CGNO5,1,,,2025-01-26
2025-01-27,David Lynch: The Art Life,2016,https://boxd.it/8DbDRP,,,cinema_2025,2025-01-26
2025-02-02,Conclave,2024,https://boxd.it/8HfdfT,3.5,,cinema_2025,2025-02-01
2025-02-07,Companion,2025,https://boxd.it/8KPmlF,4,,cinema_2025,2025-02-06
2025-02-09,Triangle,2009,https://boxd.it/8LRDkd,3,,,2025-02-08
2025-02-10,Blue Velvet,1986,https://boxd.it/8MAFXV,3,,,2025-02-09
2025-02-10,Green Vinyl,2004,https://boxd.it/8MCae5,4,,,2025-02-09
2025-02-10,Eletrodoméstica,2005,https://boxd.it/8MDn6v,,,,2025-02-09
2025-02-10,Cold Tropics,2009,https://boxd.it/8MIubd,4,,,2025-02-09
2025-02-17,Sing Sing,2023,https://boxd.it/8RxTxh,5,,cinema_2025,2025-02-16
2025-02-20,One Day,2011,https://boxd.it/8TpriZ,4,,,2025-02-19
2025-02-23,The Brutalist,2024,https://boxd.it/8V9mir,4,,cinema_2025,2025-02-22
2025-03-06,Woman of the Hour,2023,https://boxd.it/92eL01,3,,,2025-03-05
2025-03-07,A Complete Unknown,2024,https://boxd.it/92WiWj,3,,cinema_2025,2025-03-06
2025-03-09,The 39 Steps,1935,https://boxd.it/942oDj,3,,cinema_2025,2025-03-08
2025-03-09,Dial M for Murder,1954,https://boxd.it/94ctA5,3.5,,cinema_2025,2025-03-08
2025-03-12,Flow,2024,https://boxd.it/96enIT,3.5,,cinema_2025,2025-03-11
2025-03-23,PAPOTA,2025,https://boxd.it/9cyyOd,,,,2025-03-22
2025-03-24,Compliance,2012,https://boxd.it/9doEef,,,,2025-03-23
2025-04-06,Presence,2024,https://boxd.it/9ko4pT,3,,cinema_2025,2025-04-05
2025-04-13,Black Mirror: Common People,2025,https://boxd.it/9ojTxv,3.5,,,2025-04-12
2025-04-13,Black Mirror: Bête Noire,2025,https://boxd.it/9onw5r,3,,,2025-04-12
2025-04-16,Black Mirror: Hotel Reverie,2025,https://boxd.it/9q8iiJ,,,,2025-04-15
2025-04-19,The Social Network,2010,https://boxd.it/9rV9E9,5,Yes,,2025-04-18
2025-04-20,Sinners,2025,https://boxd.it/9stDcR,4.5,,cinema_2025,2025-04-19
2025-04-20,Wallace & Gromit: Vengeance Most Fowl,2024,https://boxd.it/9sEZdp,4,,,2025-04-19
2025-04-21,From Dusk Till Dawn,1996,https://boxd.it/9tp0Rn,4,,,2025-04-20
2025-04-22,Black Mirror: Plaything,2025,https://boxd.it/9u6bK9,2.5,,,2025-04-21
2025-04-27,The Running Man,1987,https://boxd.it/9wW9rh,2,,,2025-04-26
2025-05-03,Black Mirror: Eulogy,2025,https://boxd.it/9AlCM1,3,,,2025-05-02
2025-05-08,The Age of Adaline,2015,https://boxd.it/9Dqv1z,2.5,,,2025-05-07
2025-06-01,The Assessment,2024,https://boxd.it/9RppBZ,5,,,2025-05-31
2025-06-04,Side Effects,2013,https://boxd.it/9TFQxv,3,,,2025-06-03
2025-06-05,"Basic Sanitation, the Movie",2007,https://boxd.it/9UgsSX,5,,cinema_2025,2025-06-04
2025-06-06,A Simple Favor,2018,https://boxd.it/9ULV7t,3,,,2025-06-05
2025-06-07,Invisible Life,2019,https://boxd.it/9Vjb13,3.5,,,2025-06-06
2025-06-08,"Basic Sanitation, the Movie",2007,https://boxd.it/9W0mOh,5,Yes,,2025-06-07
2025-06-09,Diabolique,1955,https://boxd.it/9WuNlh,3,,,2025-06-08
2025-06-15,The Others,2001,https://boxd.it/a0lJ9T,4,,,2025-06-14
2025-06-16,Heretic,2024,https://boxd.it/a162lh,3,,,2025-06-15
2025-06-18,Final Destination 2,2003,https://boxd.it/a2pxVH,3.5,,,2025-06-17
2025-06-24,Final Destination 3,2006,https://boxd.it/a6jd4H,3,,,2025-06-23
2025-06-24,28 Days Later,2002,https://boxd.it/a6oKBf,4,,,2025-06-23
2025-06-27,28 Years Later,2025,https://boxd.it/a8hPHL,5,,cinema_2025,2025-06-26
2025-06-30,Blink Twice,2024,https://boxd.it/a9Z2B7,3.5,Yes,,2025-06-29
2025-07-04,Possession,1981,https://boxd.it/acEuGT,3.5,,,2025-07-03
2025-07-05,The Poughkeepsie Tapes,2007,https://boxd.it/adAWUP,4,,,2025-07-04
2025-07-06,Paris Is Burning,1990,https://boxd.it/aeax5p,4,,cinema_2025,2025-07-05
2025-07-07,Madame Satã,2002,https://boxd.it/af8hyl,3.5,,cinema_2025,2025-07-06
2025-07-11,Bring Her Back,2025,https://boxd.it/ahV7it,2.5,,,2025-07-10
2025-07-18,Y2K,2024,https://boxd.it/anf49D,1.5,,,2025-07-17
2025-07-21,Tully,2018,https://boxd.it/apJxDF,3.5,Yes,,2025-07-20
2025-07-23,Isle of Flowers,1989,https://boxd.it/aqUrUL,5,Yes,,2025-07-22
2025-07-23,This Is Not Your Life,1991,https://boxd.it/aqV4Ch,,,,2025-07-22
2025-07-23,The Man from Earth,2007,https://boxd.it/arkotp,2.5,,,2025-07-22
2025-07-24,Speak No Evil,2024,https://boxd.it/as5NzL,3.5,,,2025-07-23
